fhfb_id,district,member_name,city,state,zip,mem_type,char_type,cert,fed_id,ots_id,ncua_id,appr_date
"03034","New York","United Roosevelt Savings Bank","Carteret","NJ","07008","Savings Bank","State","29170","0644776","","",""
"03042","Topeka","First Fsandla of Wakeeney","Wakeeney","KS","67672","Savings and Loan","Federal","29172","","03042","",""
"03043","Cincinnati","New Carlisle Federal Savings Bank","New Carlisle","OH","45344","Savings Bank","Federal","29173","","03043","",""
"03050","Cincinnati","BankTennessee","Memphis","TN","38103","Commercial Bank","State","29177","0831576","","",""
"03067","Cincinnati","Lawrenceburg Federal Bank","Lawrenceburg","TN","38464","Savings Bank","State","29186","0834175","","",""
"03069","Chicago","Fox Valley Savings Bank","Fond Du Lac","WI","54935","Savings Bank","Federal","29188","","03069","",""
"03099","Dallas","Graham Savings And Loan, SSB","Graham","TX","76450","Savings Bank","State","29206","0839974","","",""
"03101","Dallas","Dalhart FS and LA","Dalhart","TX","79022","Savings Bank","State","29208","0971070","","",""
"03102","Dallas","NexBank, SSB","Dallas","TX","75201","Savings Bank","State","29209","0652874","","",""
"03125","Chicago","Heritage State Bank","Lawrenceville","IL","62439","Commercial Bank","State","29224","0912578","","",""
"03128","Chicago","Washington Savings Bank","Effingham","IL","62401","Savings Bank","State","29227","0790271","","",""
"03136","Pittsburgh","County Savings Bank","Essington","PA","19029","Savings Bank","Federal","29231","","03136","",""
"03150","Atlanta","Woodruff FS and LA","Woodruff","SC","29388","Savings and Loan","Federal","29238","","03150","",""
"03155","Dallas","Henderson Federal Savings Bank","Henderson","TX","75652","Savings and Loan","Federal","29241","","03155","",""
"03193","Dallas","Eureka Homestead","Metairie","LA","70005","Savings and Loan","Federal","29268","","03193","",""
"03217","Pittsburgh","Washington Savings Bank","Philadelphia","PA","19154","Savings and Loan","State","29281","","03217","",""
"03218","Pittsburgh","Polonia Bank","Huntingdon Valley","PA","19006","Savings and Loan","Federal","29282","","03218","",""
"03234","Chicago","Cumberland Federal Bank, FSB","Cumberland","WI","54829","Savings Bank","Federal","29293","","03234","",""
"03235","Chicago","Time Federal Savings Bank","Medford","WI","54451","Savings Bank","Federal","29294","","03235","",""
"03267","Cincinnati","Winchester Federal Bank","Winchester","KY","40391","Savings Bank","Federal","29313","","03267","",""
"03280","Cincinnati","Ripley Federal Savings Bank","Ripley","OH","45167","Savings and Loan","Federal","29323","","03280","",""
"03293","Atlanta","Thomas County FS and LA","Thomasville","GA","31792","Savings and Loan","Federal","29331","","03293","",""
"03294","Atlanta","First Southern Bank","Florence","AL","35630","Commercial Bank","State","29332","0066275","","",""
"03313","Cincinnati","First FS and LA","Delta","OH","43515","Savings and Loan","Federal","29345","","03313","",""
"03330","Atlanta","Family Bank","Pelham","GA","31779","Savings Bank","Federal","29357","","03330","",""
"03360","Topeka","Sidney Fsandla","Sidney","NE","69162","Savings and Loan","Federal","29379","","03360","",""
"03367","Chicago","Peru Federal Savings Bank","Peru","IL","61354","Savings Bank","Federal","29384","","03367","",""
"03395","Chicago","Illinois-Service Federal Savings and Loan Association","Chicago","IL","60653","Savings and Loan","Federal","29399","","03395","",""
"03435","Des Moines","Worthington Federal Savings Bank, FSB","Worthington","MN","56187","Savings and Loan","Federal","29426","","03435","",""
"03439","Pittsburgh","Compass Savings Bank","Wilmerding","PA","15148","Savings Bank","State","29430","0373272","","",""
"03451","Topeka","Morgan Federal Bank","Fort Morgan","CO","80701","Savings and Loan","Federal","29439","","03451","",""
"03468","Chicago","North Side Federal Savings and Loan Association of Chicago","Chicago","IL","60640","Savings and Loan","Federal","29449","","03468","",""
"03506","Pittsburgh","Armstrong County B and La","Ford City","PA","16226","Savings and Loan","State","29471","","03506","",""
"03519","Topeka","Home Fsandla of Grand Island","Grand Island","NE","68801","Savings and Loan","Federal","29476","","03519","",""
"03533","Atlanta","Roanoke Valley Savings Bank, SSB","Roanoke Rapids","NC","27870","Savings Bank","State","29485","0563774","","",""
"03534","Atlanta","Kingstree FS and LA","Kingstree","SC","29556","Savings and Loan","Federal","29486","","03534","",""
"03536","Cincinnati","First FS and LA","Lakewood","OH","44107","Savings and Loan","Federal","29488","","03536","",""
"03542","Pittsburgh","First FS and LA","Ravenswood","WV","26164","Savings and Loan","Federal","29490","","03542","",""
"03551","Cincinnati","VAN WERT FEDERAL SAVINGS BA","Van Wert","OH","45891","Savings Bank","Federal","29495","","03551","",""
"03552","New York","Seneca Federal Savings and Loan Association","Baldwinsville","NY","13027","Savings and Loan","Federal","29496","","03552","",""
"03560","Des Moines","Interstate Federal Savings and Loan Association of McGregor","McGregor","IA","52157","Savings and Loan","Federal","29501","","03560","",""
"03571","Chicago","Bay View Federal Savings and Loan Association","Milwaukee","WI","53207","Savings and Loan","Federal","29506","","03571","",""
"03575","Atlanta","Newton Federal Bank","Covington","GA","30014","Savings and Loan","Federal","29510","","03575","",""
"03576","Atlanta","Stephens Federal Bank","Toccoa","GA","30577","Savings Bank","Federal","29511","","03576","",""
"03583","Seattle","Pioneer FS and LA","Deer Lodge","MT","59722","Savings and Loan","Federal","29517","","03583","",""
"03586","Pittsburgh","Washington Financial Bank","Washington","PA","15301","Savings Bank","State","29520","0282075","","",""
"03587","Cincinnati","Fidelity Federal Savings and Loan Association of Delaware","Delaware","OH","43015","Savings and Loan","Federal","29521","","03587","",""
"03589","Indianapolis","PEOPLES BANK SB, MUNSTER","Munster","IN","46321","Savings Bank","State","29523","0568470","","",""
"03607","Chicago","Nokomis Savings Bank","Nokomis","IL","62075","Savings Bank","State","29532","0285777","","",""
"03613","Chicago","De Witt Savings Bank","Clinton","IL","61727","Savings Bank","State","29535","0324975","","",""
"03619","Seattle","First Federal Savings Bank","Sheridan","WY","82801","Savings Bank","Federal","29537","","03619","",""
"03641","Des Moines","Great Southern Bank","Springfield","MO","65804","Commercial Bank","State","29546","0572374","","",""
"03645","Atlanta","Pinnacle Bank","Jasper","AL","35501","Commercial Bank","State","29548","0288376","","",""
"03676","Indianapolis","UNITED FIDELITY BANK","Evansville","IN","47708","Savings Bank","Federal","29566","","03676","",""
"03681","Cincinnati","The Home SandL Company of Kenton, Ohio","Kenton","OH","43326","Savings and Loan","State","29571","","03681","",""
"03691","Dallas","St. Tammany Homestead Assn","Covington","LA","70433","Savings and Loan","Federal","29577","","03691","",""
"03692","Cincinnati","Monroe FS and LA","Tipp City","OH","45371","Savings and Loan","Federal","29578","","03692","",""
"03697","Atlanta","Pee Dee Federal Savings Bank","Marion","SC","29571","Savings Bank","Federal","29582","","03697","",""
"03756","Chicago","First Federal Savings and Loan Association of Kewanee","Kewanee","IL","61443","Savings and Loan","Federal","29611","","03756","",""
"03758","Atlanta","Rosedale FS and LA","Baltimore","MD","21206","Savings and Loan","Federal","29613","","03758","",""
"03764","Pittsburgh","Doolin Security Savings Bank, FSB","New Martinsville","WV","26155","Savings Bank","Federal","29617","","03764","",""
"03767","Indianapolis","United Community Bank","Lawrenceburg","IN","47025","Savings Bank","Federal","29620","","03767","",""
"03773","Seattle","First FS and LA of McMinnville","Mcminnville","OR","97128","Savings and Loan","Federal","29624","","03773","",""
"03776","Pittsburgh","Second FS and LA of Philadelphia","Philadelphia","PA","19103","Savings and Loan","Federal","29627","","03776","",""
"03781","Boston","Windsor FS and LA","Windsor","CT","06095","Savings and Loan","Federal","29632","","03781","",""
"03786","Boston","First FS and LA of Bath","Bath","ME","04530","Savings and Loan","Federal","29636","","03786","",""
"03790","Seattle","Big Horn Federal Savings Bank","Greybull","WY","82426","Savings Bank","Federal","29637","","03790","",""
"03812","Chicago","First Federal Savings and Loan Association of Central Illinois","Shelbyville","IL","62565","Savings and Loan","Federal","29645","","03812","",""
"03816","Dallas","First FS and LA","Aberdeen","MS","39730","Savings and Loan","Federal","29646","","03816","",""
"03835","Boston","FIRST FSB OF BOSTON","Boston","MA","02108","Savings Bank","Federal","29656","","03835","",""
"03836","Chicago","Great Midwest Bank, S.S.B.","Brookfield","WI","53005","Savings Bank","State","29657","0524579","","",""
"03844","Boston","Kennebec FS and LA of Waterville","Waterville","ME","04901","Savings and Loan","Federal","29661","","03844","",""
"03846","Atlanta","Asheville Savings Bank","Asheville","NC","28801","Savings Bank","State","29663","0342175","","",""
"03862","Dallas","Florida Parishes Bank","Hammond","LA","70403","Savings Bank","Federal","29670","","03862","",""
"03866","Pittsburgh","Charleroi Federal Savings Bank","Charleroi","PA","15022","Savings Bank","Federal","29672","","03866","",""
"03870","Chicago","Iroquois Federal Savings and Loan Association","Watseka","IL","60970","Savings and Loan","Federal","29675","","03870","",""
"03871","Chicago","Paper City Savings Association","Wisconsin Rapids","WI","54494","Savings and Loan","State","29676","","03871","",""
"03872","Chicago","Nashville Savings Bank","Nashville","IL","62263","Savings Bank","State","29677","0343770","","",""
"03874","Dallas","Anthem Bank and Trust","Plaquemine","LA","70764","Savings Bank","Federal","29679","","03874","",""
"03879","Cincinnati","HOME FEDERAL SAVINGS BANK O","Knoxville","TN","37902","Savings Bank","Federal","29683","","03879","",""
"03881","Atlanta","Martinsville First Savings Bank","Martinsville","VA","24112","Savings and Loan","Federal","29685","","03881","",""
"03892","Indianapolis","First Federal Savings Bank","Huntington","IN","46750","Commercial Bank","State","29690","0107570","","",""
"03894","Chicago","KeySavings Bank","Wisconsin Rapids","WI","54494","Savings Bank","State","29691","0208972","","",""
"03896","Topeka","Lincoln FSB of Nebraska - Lincoln, NE","Lincoln","NE","68508","Savings Bank","Federal","29692","","03896","",""
"03901","Cincinnati","Home Loan Savings Bank (The)","Coshocton","OH","43812","Savings Bank","State","29695","0468673","","",""
"03903","Seattle","Buffalo Federal Savings Bank","Buffalo","WY","82834","Savings and Loan","Federal","29696","","03903","",""
"03912","Dallas","Bank of Ruston","Ruston","LA","71270","Savings Bank","Federal","29700","","03912","",""
"03917","Cincinnati","Peoples FS and LA","Sidney","OH","45365","Savings and Loan","Federal","29703","","03917","",""
"03920","Cincinnati","First Federal Community Bank of Bucyrus","Bucyrus","OH","44820","Savings Bank","Federal","29705","","03920","",""
"03927","Des Moines","North American Savings Bank, F.S.B.","Grandview","MO","64030","Savings Bank","Federal","29708","","03927","",""
"03932","Indianapolis","First Federal Savings Bank of Washington","Washington","IN","47501","Savings Bank","Federal","29710","","03932","",""
"03971","Atlanta","The Southern Bank Company","Gadsden","AL","35901","Commercial Bank","State","29731","0117775","","",""
"03993","Atlanta","Virginia Commonwealth Bank","Petersburg","VA","23805","Commercial Bank","State","29742","0534774","","",""
"03995","Boston","Aroostook County FS and LA","Caribou","ME","04736","Savings and Loan","Federal","29743","","03995","",""
"03996","Boston","SAVERS CO-OP BK","Southbridge","MA","01550","Savings Bank","State","26455","1002373","","",""
"03997","Boston","FEDERAL SB DOVER","Dover","NH","03820","Savings Bank","Federal","29744","","03997","",""
"04000","Chicago","Marathon Savings Bank","Wausau","WI","54403","Savings Bank","State","29745","0596978","","",""
"04013","Cincinnati","Southern Hills Community Bank","Leesburg","OH","45135","Savings and Loan","Federal","29749","","04013","",""
"04032","Boston","MUTUAL FSB PLYMOUTH","Whitman","MA","02382","Savings Bank","Federal","29755","","04032","",""
"04055","Des Moines","Clay County Savings Bank","Liberty","MO","64068","Savings Bank","Federal","29764","","04055","",""
"04066","Atlanta","KS Bank","Kenly","NC","27542","Savings Bank","State","29771","0416674","","",""
"04067","Atlanta","Vidalia Federal Savings Bank","Vidalia","GA","30474","Savings and Loan","Federal","29772","","04067","",""
"04069","Cincinnati","Carrollton Federal Bank","Carrollton","KY","41008","Savings and Loan","Federal","29774","","04069","",""
"04081","Cincinnati","FIRST FEDERAL BANK","Dickson","TN","37055","Savings Bank","Federal","29782","","04081","",""
"04082","Topeka","High Country Bank","Salida","CO","81201","Commercial Bank","State","29783","0479370","","",""
"04087","Chicago","First Bank and Trust, S.B.","Paris","IL","61944","Savings Bank","State","29786","0221476","","",""
"04088","Cincinnati","First Federal Community Bank, National Association","Dover","OH","44622","Commercial Bank","National","29787","0540775","","",""
"04091","Indianapolis","PEOPLES FSB, AUBURN","Auburn","IN","46706","Savings Bank","Federal","29789","","04091","",""
